stem,image_path,is_poisoned,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,lpips,method,steps,seed,support_source,objective,det_loss_mode,steps_eff
000005,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000005.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000007,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000007.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000009,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000009.png,1,1,1,0.07195733,0.99285333,0.47058827,24.029619,0.113200,tausb_mask,40,0,pseudo_fallback,,,40
000012,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000012.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000016,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000016.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000017,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000017.png,1,1,1,0.04769345,0.97713484,0.35686278,28.109431,0.097003,tausb_mask,40,0,pseudo_fallback,,,40
000019,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000019.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000020,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000020.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000021,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000021.png,1,1,1,0.40400000,0.97607738,0.42352942,25.276435,0.180558,tausb_mask,40,0,pseudo_fallback,,,40
000023,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000023.png,1,1,1,0.65391617,0.99265868,0.49803922,23.889071,0.143281,tausb_mask,40,0,pseudo_fallback,,,40
000024,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000024.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000026,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000026.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000030,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000030.png,1,1,1,0.12396800,0.97914133,0.50588238,24.763032,0.127899,tausb_mask,40,0,pseudo_fallback,,,40
000032,/root/autodl-tmp/ue_project/runs_robust/jpeg30/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000032.png,1,1,1,0.00848399,0.93449110,0.32549018,30.097376,0.085544,tausb_mask,40,0,pseudo_fallback,,,40
