stem,image_path,is_poisoned,poisoned,has_target,support_ratio,perturbed_area_ratio,linf,psnr,lpips,method,steps,seed,support_source,objective,det_loss_mode,steps_eff
000005,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000005.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000007,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000007.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000009,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000009.png,1,1,1,0.07195733,0.98722667,0.34509802,25.905795,0.061358,tausb_mask,40,0,pseudo_fallback,,,40
000012,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000012.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000016,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000016.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000017,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000017.png,1,1,1,0.04769345,0.95495650,0.31372553,29.502542,0.064026,tausb_mask,40,0,pseudo_fallback,,,40
000019,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000019.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000020,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000020.png,0,0,0,0.00000000,0.00000000,0.00000000,inf,0.000000,tausb_mask,40,0,none,none,none,40
000021,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000021.png,1,1,1,0.40400000,0.97058333,0.32941180,26.142711,0.110441,tausb_mask,40,0,pseudo_fallback,,,40
000023,/root/autodl-tmp/ue_project/runs_robust/jpeg50/poisoned_datasets/tausb_mask/steps40/seed0/images/train/000023.png,1,1,1,0.65391617,0.98964671,0.37254906,25.024286,0.101821,tausb_mask,40,0,pseudo_fallback,,,40
